Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Daytime,150.0,133.5,Yes,No,Yes,Female,No,0,5,5,13.0,0,5,5,12.6,Graduate
Daytime,130.0,110.0,No,No,Yes,Female,No,8,18,13,13.714285714285714,7,12,12,12.083333333333334,Graduate
Daytime,111.0,107.5,Yes,No,Yes,Female,Yes,0,5,3,12.333333333333334,0,6,3,12.5,Dropout
Daytime,130.0,130.0,Yes,No,No,Female,No,11,17,11,12.727272727272728,10,12,10,12.7,Dropout
Daytime,170.0,111.6,No,No,Yes,Female,No,1,5,1,14.0,0,5,0,0.0,Dropout
Daytime,133.1,101.0,Yes,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Evening,100.0,108.3,No,No,Yes,Female,No,0,6,5,11.4,1,6,3,11.0,Enrolled
Daytime,120.0,128.2,No,No,Yes,Female,No,0,5,0,0.0,0,5,1,10.0,Dropout
Daytime,110.0,150.0,No,No,Yes,Female,No,0,6,6,18.875,6,12,12,17.692307692307693,Graduate
Daytime,133.1,142.8,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,120.0,100.0,No,No,Yes,Female,No,0,7,6,11.333333333333334,0,7,4,12.6,Enrolled
Evening,150.0,150.0,Yes,No,Yes,Female,No,3,7,7,13.5,0,5,5,16.2,Dropout
Daytime,133.1,156.5,No,No,Yes,Female,No,7,11,2,15.0,4,9,3,10.0,Graduate
Daytime,120.0,98.6,No,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Evening,130.0,130.0,No,No,Yes,Female,No,9,9,9,14.22222222222222,5,5,5,12.8,Dropout
Daytime,130.0,118.1,No,Yes,No,Female,No,0,0,0,0.0,0,0,0,0.0,Enrolled
Daytime,100.0,120.0,No,Yes,No,Female,No,2,7,4,12.0,0,6,0,0.0,Dropout
Daytime,142.0,127.7,Yes,No,Yes,Female,No,0,5,5,12.6,0,5,4,12.0,Graduate
Daytime,130.0,130.0,No,No,Yes,Female,No,6,12,12,15.083333333333334,4,11,11,13.083333333333334,Enrolled
Daytime,148.0,147.7,No,No,Yes,Female,Yes,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,170.0,170.0,Yes,No,Yes,Female,No,0,6,6,14.5,0,6,6,15.3,Graduate
Daytime,110.0,110.2,No,No,Yes,Female,No,0,6,6,14.5,0,6,6,13.5,Graduate
Daytime,166.0,146.4,No,No,Yes,Female,No,0,5,3,10.0,0,5,1,13.0,Enrolled
Daytime,135.0,121.0,No,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,133.0,129.9,No,No,Yes,Female,No,0,5,5,11.6,0,5,5,13.2,Graduate
Daytime,133.1,132.0,No,No,Yes,Female,No,0,6,4,11.75,0,6,0,0.0,Dropout
Daytime,121.0,125.9,Yes,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,159.0,165.7,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,130.0,122.7,Yes,Yes,Yes,Female,Yes,0,6,0,0.0,0,6,0,0.0,Dropout
Evening,121.0,141.4,No,Yes,No,Female,No,0,5,4,11.25,0,5,4,11.8,Dropout
Daytime,133.1,156.4,Yes,Yes,Yes,Female,No,0,6,5,11.571428571428571,0,6,0,0.0,Dropout
Daytime,146.0,148.5,Yes,No,Yes,Female,No,0,5,4,10.0,0,5,1,16.0,Enrolled
Daytime,140.0,140.0,No,No,Yes,Female,Yes,0,6,5,13.833333333333334,0,6,6,12.3,Enrolled
Daytime,125.0,131.7,Yes,No,Yes,Female,No,3,6,4,12.75,3,9,3,12.666666666666666,Dropout
Daytime,120.0,104.7,Yes,No,Yes,Female,No,0,4,0,0.0,0,5,0,0.0,Dropout
Daytime,150.0,150.0,Yes,No,Yes,Female,No,1,6,5,11.6,1,6,2,11.0,Enrolled
Daytime,110.0,110.0,No,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,120.0,129.1,Yes,No,Yes,Female,No,0,6,4,11.25,0,6,3,10.333333333333334,Dropout
Daytime,133.1,120.0,No,No,No,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,133.1,127.0,No,No,Yes,Female,No,0,6,6,14.333333333333334,0,6,6,15.0,Graduate
Evening,133.1,151.5,No,Yes,No,Female,No,0,6,0,0.0,0,5,0,0.0,Dropout
Daytime,130.0,126.8,Yes,No,Yes,Female,Yes,18,23,20,13.5,18,23,20,13.5,Graduate
Daytime,160.0,140.8,Yes,No,Yes,Female,No,0,6,6,12.666666666666666,0,6,5,12.2,Enrolled
Daytime,128.0,125.6,Yes,No,Yes,Female,No,0,7,7,12.444285714285714,0,8,7,11.347142857142858,Graduate
Daytime,140.0,127.8,Yes,No,Yes,Female,No,0,5,3,10.666666666666666,0,5,3,11.333333333333334,Dropout
Daytime,120.0,120.0,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Enrolled
Daytime,140.0,131.3,No,No,Yes,Female,Yes,1,6,6,12.666666666666666,1,6,5,12.4,Graduate
Evening,120.0,155.7,No,No,Yes,Female,No,0,5,5,13.2,0,5,5,14.833333333333334,Graduate
Daytime,130.0,128.5,No,No,Yes,Female,No,7,12,10,12.7,5,12,11,12.181818181818182,Graduate
Daytime,100.0,170.0,No,No,Yes,Female,No,0,5,5,14.833333333333334,0,5,5,14.8,Graduate
Daytime,133.1,100.0,No,No,No,Female,No,4,10,4,11.5,1,7,1,12.0,Dropout
Daytime,110.0,107.2,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,147.0,139.3,Yes,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,133.0,123.2,Yes,No,Yes,Female,No,0,5,3,12.666666666666666,0,5,2,12.5,Enrolled
Daytime,137.0,122.3,Yes,No,Yes,Female,Yes,0,6,6,14.714285714285714,0,6,6,12.5,Graduate
Daytime,124.0,127.9,Yes,No,Yes,Female,No,0,6,3,13.666666666666666,0,6,4,10.25,Enrolled
Daytime,128.0,120.3,No,No,Yes,Female,No,0,5,5,10.8,0,5,2,13.5,Enrolled
Evening,120.0,128.5,No,Yes,No,Female,No,2,8,4,10.5,5,10,7,10.428571428571429,Dropout
Daytime,133.1,150.0,No,No,Yes,Female,No,0,6,6,15.0,0,6,5,12.5,Graduate
Daytime,142.0,136.1,No,Yes,Yes,Female,Yes,0,6,6,12.666666666666666,0,6,6,14.0,Graduate
Daytime,100.0,128.0,Yes,No,Yes,Female,No,0,6,6,13.166666666666666,0,6,6,13.666666666666666,Graduate
Daytime,149.0,158.1,Yes,No,Yes,Female,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Evening,110.0,108.7,Yes,No,Yes,Male,No,0,6,6,13.0,0,6,6,12.5,Graduate
Daytime,133.1,110.0,No,No,Yes,Female,Yes,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,133.1,120.0,No,Yes,Yes,Male,No,0,6,2,10.0,0,6,1,15.0,Dropout
Daytime,150.0,150.0,No,No,Yes,Male,No,2,6,6,13.333333333333334,1,6,5,13.375,Graduate
Evening,133.1,113.0,No,No,Yes,Male,No,0,6,3,12.333333333333334,0,6,6,13.333333333333334,Graduate
Daytime,121.0,118.6,No,No,Yes,Male,No,14,21,20,13.181818181818182,10,14,14,11.642857142857142,Graduate
Daytime,133.1,148.8,No,No,Yes,Male,Yes,0,7,6,12.513333333333334,0,8,7,13.071428571428571,Graduate
Daytime,122.0,120.3,Yes,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,143.0,127.0,Yes,No,Yes,Male,Yes,0,8,7,13.585714285714284,0,8,7,13.585714285714284,Graduate
Daytime,123.0,113.8,Yes,No,Yes,Male,No,0,7,7,11.155555555555557,0,8,8,11.425,Graduate
Evening,120.0,108.0,No,No,Yes,Female,Yes,1,7,6,11.857142857142858,1,6,5,12.0,Graduate
Daytime,114.0,129.1,No,No,Yes,Female,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,114.0,135.9,No,No,Yes,Female,No,9,14,14,14.0,7,13,13,13.615384615384617,Graduate
Daytime,154.4,154.4,Yes,No,No,Male,No,0,6,5,12.0,0,6,0,0.0,Dropout
Daytime,190.0,190.0,Yes,No,Yes,Male,No,0,7,4,11.575,0,7,5,12.419999999999998,Enrolled
Daytime,136.0,132.5,Yes,No,Yes,Male,No,0,7,7,13.198571428571428,0,8,8,13.0625,Graduate
Daytime,163.3,163.3,No,No,Yes,Male,No,0,6,6,13.5,0,6,6,12.0,Graduate
Daytime,126.0,122.5,Yes,No,Yes,Male,No,0,6,6,13.333333333333334,0,6,5,12.8,Dropout
Daytime,122.0,121.0,Yes,No,Yes,Female,No,0,5,4,14.25,0,5,1,10.0,Enrolled
Daytime,137.0,131.8,No,No,Yes,Male,Yes,0,6,6,12.166666666666666,0,6,4,12.0,Graduate
Daytime,139.0,135.0,Yes,No,Yes,Male,Yes,0,8,7,12.214285714285714,0,8,7,12.214285714285714,Graduate
Daytime,142.0,141.7,No,No,Yes,Male,Yes,0,6,6,12.666666666666666,0,6,6,13.0,Graduate
Daytime,133.1,131.3,Yes,No,Yes,Male,Yes,0,6,6,12.285714285714286,0,6,6,13.5,Graduate
Daytime,126.0,123.9,Yes,No,Yes,Male,Yes,0,6,6,13.0,0,6,6,13.0,Graduate
Daytime,131.0,126.1,Yes,No,Yes,Male,No,0,6,6,12.142857142857142,0,6,6,11.166666666666666,Graduate
Daytime,131.0,126.5,Yes,No,Yes,Male,Yes,0,7,7,13.875714285714285,0,8,7,13.085714285714284,Graduate
Daytime,108.0,107.3,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,133.1,95.0,Yes,No,Yes,Male,Yes,0,6,6,11.666666666666666,0,6,0,0.0,Dropout
Daytime,122.0,116.1,Yes,No,Yes,Male,No,0,6,6,13.153846153846152,0,6,3,11.0,Graduate
Daytime,143.0,134.6,Yes,No,Yes,Male,Yes,0,6,6,14.5,0,6,6,12.833333333333334,Dropout
Daytime,135.0,128.0,Yes,No,Yes,Male,Yes,0,7,7,14.44142857142857,0,8,8,13.65625,Graduate
Daytime,148.0,144.2,Yes,No,Yes,Male,No,0,6,6,15.166666666666666,0,6,6,14.285714285714286,Graduate
Daytime,134.0,129.5,No,No,Yes,Male,Yes,0,5,5,11.6,0,5,4,12.625,Graduate
Daytime,122.0,116.8,Yes,Yes,Yes,Male,No,0,6,6,11.666666666666666,0,6,6,12.333333333333334,Graduate
Daytime,160.0,160.0,No,No,Yes,Male,Yes,0,6,6,12.625,0,6,6,13.2,Graduate
Daytime,126.0,127.1,Yes,No,Yes,Male,Yes,0,6,3,12.666666666666666,0,6,6,11.0,Graduate
Daytime,138.0,126.3,Yes,No,Yes,Male,Yes,0,6,6,12.833333333333334,0,6,6,13.0,Enrolled
Daytime,115.0,112.9,Yes,No,Yes,Male,Yes,0,6,6,11.857142857142858,0,6,6,13.142857142857142,Graduate
Daytime,141.0,130.2,Yes,No,Yes,Male,No,0,6,5,11.4,0,6,4,10.75,Enrolled
Daytime,100.0,100.0,No,No,Yes,Male,No,0,5,5,14.857142857142858,0,5,5,15.142857142857142,Enrolled
Daytime,130.0,121.6,No,No,Yes,Male,No,0,6,6,14.714285714285714,0,6,6,15.833333333333334,Graduate
Daytime,130.0,130.0,No,Yes,Yes,Male,No,0,6,6,13.5,0,6,5,13.0,Graduate
Daytime,135.0,121.7,Yes,No,Yes,Male,Yes,0,5,4,11.5,0,5,5,12.4,Graduate
Daytime,120.0,120.0,No,No,Yes,Male,No,2,5,2,14.0,0,5,0,0.0,Dropout
Daytime,148.0,143.5,No,No,Yes,Male,Yes,0,7,6,12.833333333333334,0,6,0,0.0,Dropout
Daytime,136.0,128.3,No,No,Yes,Male,Yes,0,7,7,13.428571428571429,0,8,8,14.75,Graduate
Daytime,108.0,111.9,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,140.0,No,No,Yes,Male,No,0,6,3,11.666666666666666,0,6,4,11.5,Enrolled
Daytime,153.0,137.6,Yes,No,Yes,Male,No,0,6,6,16.0,0,6,6,14.333333333333334,Graduate
Daytime,135.0,135.0,Yes,No,Yes,Male,No,0,6,6,13.833333333333334,0,6,6,11.833333333333334,Graduate
Daytime,146.0,133.8,Yes,No,Yes,Male,No,0,8,8,13.2325,0,8,8,13.2325,Graduate
Daytime,130.0,126.9,Yes,No,Yes,Female,Yes,0,6,6,14.0,0,6,6,14.166666666666666,Graduate
Daytime,113.0,106.7,Yes,Yes,Yes,Female,Yes,0,6,2,10.0,0,6,0,0.0,Dropout
Evening,145.7,145.7,Yes,No,Yes,Male,No,8,16,15,13.333333333333334,11,13,11,12.272727272727272,Graduate
Daytime,145.0,153.1,Yes,No,Yes,Male,Yes,0,6,6,12.5,0,6,6,14.333333333333334,Enrolled
Evening,126.0,118.7,No,No,Yes,Male,No,0,6,6,12.5,0,6,6,11.5,Graduate
Evening,160.0,161.8,Yes,Yes,Yes,Female,No,0,5,2,10.5,0,5,0,0.0,Dropout
Daytime,134.0,124.9,Yes,Yes,Yes,Female,No,0,5,3,10.666666666666666,0,5,3,11.333333333333334,Enrolled
Daytime,163.0,150.8,Yes,No,Yes,Female,No,0,5,4,10.5,0,5,2,10.5,Enrolled
Daytime,130.0,130.0,No,No,Yes,Male,No,0,5,4,12.0,0,5,5,11.4,Graduate
Daytime,165.0,163.6,Yes,No,Yes,Male,No,0,0,0,0.0,0,0,0,0.0,Enrolled
Daytime,142.0,115.0,No,No,Yes,Male,No,0,5,5,11.5,0,5,2,10.666666666666666,Enrolled
Daytime,156.0,136.8,Yes,No,Yes,Male,No,0,6,6,14.0,0,6,6,13.5,Dropout
Daytime,141.0,130.9,Yes,No,Yes,Male,No,0,6,6,13.5,0,6,5,12.6,Graduate
Daytime,143.0,127.0,Yes,No,Yes,Male,No,0,8,8,13.07375,0,8,8,13.07375,Graduate
Daytime,133.1,120.0,No,No,Yes,Male,No,0,7,2,10.75,0,7,0,0.0,Dropout
Daytime,133.0,126.0,No,No,Yes,Male,No,0,6,1,12.0,0,5,0,0.0,Enrolled
Daytime,172.0,153.8,Yes,No,Yes,Male,Yes,0,6,6,14.0,0,6,6,13.333333333333334,Graduate
Daytime,140.0,140.0,No,No,Yes,Female,No,0,6,6,12.333333333333334,0,6,6,13.428571428571429,Graduate
Daytime,142.0,136.6,No,No,Yes,Male,Yes,0,7,7,13.464285714285714,0,8,8,14.788888888888888,Graduate
Evening,140.0,105.0,No,No,Yes,Male,No,0,6,3,10.666666666666666,0,6,5,11.2,Enrolled
Daytime,133.1,139.4,No,Yes,Yes,Male,No,0,5,5,11.6,0,5,5,12.2,Enrolled
Daytime,148.0,140.0,Yes,No,Yes,Male,Yes,0,6,6,13.666666666666666,0,6,6,14.666666666666666,Graduate
Daytime,137.0,130.8,No,Yes,Yes,Male,No,0,8,8,14.4025,0,8,8,14.4025,Graduate
Daytime,143.0,138.8,Yes,No,Yes,Male,No,0,7,7,15.46875,0,8,8,16.3875,Graduate
Daytime,133.1,110.0,No,Yes,Yes,Male,No,0,6,6,12.625,0,6,6,14.166666666666666,Graduate
Daytime,138.0,127.8,Yes,No,Yes,Male,No,0,7,6,14.983333333333334,0,7,6,14.983333333333334,Graduate
Daytime,138.0,134.2,Yes,No,Yes,Male,Yes,0,6,6,15.0,0,6,6,13.0,Graduate
Evening,150.0,143.0,No,No,Yes,Male,No,5,9,9,15.88888888888889,3,7,7,14.142857142857142,Graduate
Daytime,120.0,120.0,Yes,Yes,Yes,Male,No,0,6,4,11.5,0,6,3,11.0,Dropout
Daytime,110.0,113.2,Yes,No,Yes,Male,No,0,6,2,10.5,0,6,1,10.0,Dropout
Daytime,146.0,135.8,Yes,No,Yes,Male,No,0,7,6,13.983333333333334,0,7,6,13.983333333333334,Graduate
Daytime,148.0,143.5,No,No,Yes,Male,No,0,6,6,13.0,0,6,6,12.833333333333334,Graduate
Daytime,145.0,148.9,Yes,No,Yes,Male,Yes,0,6,6,13.666666666666666,0,6,6,13.0,Graduate
Daytime,133.1,115.6,Yes,No,No,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,160.0,159.3,No,No,Yes,Male,No,0,5,5,14.4,0,5,5,15.4,Graduate
Evening,150.0,138.5,No,No,Yes,Male,No,0,5,4,12.0,0,5,4,11.25,Enrolled
Daytime,130.0,133.2,Yes,No,Yes,Male,No,0,6,6,14.166666666666666,0,6,6,13.666666666666666,Graduate
Evening,120.0,117.6,Yes,No,Yes,Male,No,0,6,5,12.2,0,6,6,12.0,Graduate
Daytime,115.0,108.7,Yes,No,Yes,Male,No,0,5,3,12.0,0,5,3,12.666666666666666,Enrolled
Daytime,133.1,106.0,Yes,No,Yes,Male,No,0,5,2,10.5,0,5,1,11.0,Enrolled
Daytime,120.0,122.6,No,No,Yes,Male,No,0,6,3,12.333333333333334,0,6,2,10.5,Dropout
Daytime,134.0,127.4,Yes,No,Yes,Male,No,0,6,5,12.2,0,6,5,12.2,Enrolled
Daytime,133.1,100.0,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,133.1,95.0,Yes,Yes,No,Male,No,0,7,6,11.5,0,7,6,13.166666666666666,Enrolled
Daytime,130.0,130.0,No,No,Yes,Male,No,4,9,9,10.88888888888889,3,10,10,11.615384615384617,Graduate
Daytime,120.0,122.8,No,No,Yes,Male,No,0,7,6,12.166666666666666,0,8,8,11.675,Dropout
Daytime,115.0,115.0,Yes,No,Yes,Male,No,0,5,2,10.0,0,5,1,12.0,Enrolled
Daytime,135.0,145.9,No,No,Yes,Male,Yes,0,6,6,12.666666666666666,0,6,6,12.166666666666666,Graduate
Daytime,133.1,143.0,Yes,Yes,Yes,Male,No,0,6,5,11.4,0,6,5,12.2,Dropout
Daytime,145.0,100.0,No,No,Yes,Male,Yes,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,130.0,121.3,Yes,No,Yes,Male,No,0,5,2,13.0,0,5,4,12.0,Enrolled
Daytime,118.0,121.2,Yes,No,Yes,Male,No,0,6,5,13.4,0,6,5,12.0,Enrolled
Daytime,138.0,125.1,Yes,No,Yes,Male,Yes,0,6,6,13.5,0,6,5,12.8,Dropout
Daytime,122.0,112.9,Yes,No,Yes,Male,No,0,6,4,12.25,0,6,3,11.333333333333334,Enrolled
Daytime,126.0,120.8,Yes,No,Yes,Male,No,0,6,6,12.285714285714286,0,6,6,12.833333333333334,Graduate
Daytime,121.0,114.0,Yes,No,No,Male,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,152.0,132.1,Yes,No,Yes,Male,No,0,6,2,10.5,0,6,1,13.0,Dropout
Daytime,160.0,160.0,No,No,Yes,Male,No,0,5,3,14.0,0,5,5,12.0,Graduate
Daytime,134.0,134.0,Yes,No,Yes,Male,No,2,5,5,14.2,0,5,5,12.2,Graduate
Daytime,128.0,124.2,Yes,No,Yes,Male,No,0,6,5,13.0,0,6,6,13.142857142857142,Dropout
Daytime,125.0,115.6,Yes,No,Yes,Male,No,0,6,6,11.0,0,6,4,12.75,Graduate
Evening,130.0,128.2,No,No,Yes,Male,No,3,8,3,11.0,2,7,2,10.0,Dropout
Daytime,138.0,132.8,Yes,No,Yes,Male,No,0,7,6,12.385714285714286,0,8,8,13.755555555555556,Graduate
Daytime,121.0,123.1,Yes,No,Yes,Female,No,0,6,4,14.75,0,6,4,12.25,Graduate
Daytime,134.0,125.6,Yes,No,Yes,Male,No,0,5,5,16.166666666666668,0,5,5,15.833333333333334,Graduate
Evening,130.0,115.0,No,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,126.0,123.6,Yes,No,Yes,Female,No,0,5,5,12.4,0,5,3,13.0,Dropout
Daytime,148.0,141.7,No,No,No,Female,No,0,6,5,11.6,0,6,4,13.0,Dropout
Daytime,160.0,139.0,Yes,No,Yes,Male,Yes,0,6,5,12.2,0,6,0,0.0,Dropout
Daytime,118.0,118.0,No,No,Yes,Male,Yes,0,6,5,11.0,0,6,5,12.8,Graduate
Daytime,150.0,142.0,Yes,No,Yes,Male,Yes,0,6,6,12.333333333333334,0,6,5,12.4,Dropout
Daytime,140.0,143.4,No,No,Yes,Male,Yes,3,6,6,14.833333333333334,2,6,6,12.571428571428571,Graduate
Daytime,100.0,115.9,No,No,Yes,Male,No,9,10,9,11.555555555555555,7,11,10,11.9,Enrolled
Daytime,110.0,105.1,Yes,No,Yes,Male,Yes,0,6,6,12.0,0,6,6,11.833333333333334,Graduate
Evening,140.0,138.0,Yes,Yes,Yes,Male,Yes,13,13,11,12.727272727272728,9,11,10,12.6,Graduate
Evening,133.1,114.7,No,No,Yes,Male,No,2,2,2,10.5,1,1,1,11.0,Dropout
Daytime,140.0,130.5,Yes,No,Yes,Male,No,0,6,6,12.333333333333334,0,6,6,12.0,Graduate
Evening,110.0,134.3,No,No,Yes,Female,No,0,5,0,0.0,0,5,1,12.0,Dropout
Daytime,148.0,137.5,No,No,Yes,Female,No,0,7,7,14.842857142857143,0,8,8,14.38888888888889,Graduate
Daytime,137.0,125.3,No,No,Yes,Female,No,0,7,7,12.2,0,7,7,12.2,Enrolled
Daytime,120.0,111.3,No,No,Yes,Female,Yes,0,5,4,10.8,0,5,4,11.75,Enrolled
Evening,120.0,144.8,No,No,Yes,Female,No,0,5,4,12.75,0,5,5,14.333333333333334,Enrolled
Evening,130.0,152.1,No,No,Yes,Female,No,0,5,2,11.0,0,5,1,12.0,Dropout
Daytime,132.0,126.1,No,No,Yes,Female,No,0,6,4,10.75,0,6,0,0.0,Dropout
Daytime,130.0,136.0,Yes,No,Yes,Female,No,0,8,8,12.55375,0,8,8,12.55375,Graduate
Daytime,128.0,124.3,Yes,No,Yes,Female,No,0,8,7,12.665714285714284,0,8,7,12.665714285714284,Graduate
Daytime,132.0,129.9,Yes,No,Yes,Female,No,0,6,6,12.714285714285714,0,6,4,13.0,Enrolled
Daytime,133.1,136.1,No,No,Yes,Female,No,0,7,2,11.75,0,5,0,0.0,Dropout
Daytime,120.0,115.1,Yes,No,No,Female,No,0,6,3,11.0,0,6,0,0.0,Dropout
Daytime,145.0,143.6,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,127.0,115.8,Yes,No,Yes,Female,No,0,5,5,13.4,0,5,5,12.2,Graduate
Daytime,135.0,149.0,Yes,No,Yes,Female,No,14,17,17,12.578947368421051,15,17,17,12.117647058823527,Graduate
Daytime,133.1,100.0,No,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,125.0,133.4,Yes,No,Yes,Female,Yes,0,6,6,12.0,0,6,6,11.5,Graduate
Daytime,127.0,122.8,No,No,Yes,Female,No,0,6,3,12.333333333333334,0,6,0,0.0,Dropout
Evening,133.1,151.2,No,No,Yes,Female,No,0,5,4,11.5,0,5,3,13.5,Dropout
Daytime,150.0,137.0,No,No,Yes,Female,No,1,6,5,12.8,1,6,5,13.833333333333334,Graduate
Daytime,133.1,118.0,No,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,150.0,126.4,No,No,Yes,Female,No,5,7,7,13.285714285714286,3,8,7,12.142857142857142,Enrolled
Daytime,130.0,130.0,No,Yes,No,Female,No,0,6,4,11.8,0,6,2,12.0,Dropout
Evening,133.1,112.5,No,No,Yes,Female,No,6,13,6,11.333333333333334,2,11,2,13.5,Dropout
Daytime,125.0,118.3,No,No,Yes,Female,No,0,8,5,12.002,0,8,5,12.002,Dropout
Daytime,127.0,121.4,No,No,Yes,Female,No,0,7,5,13.976666666666668,0,8,8,13.22222222222222,Enrolled
Daytime,140.0,140.0,No,No,No,Female,No,0,6,5,15.2,1,6,1,11.0,Dropout
Daytime,110.0,109.0,No,No,Yes,Female,Yes,0,6,6,13.142857142857142,0,6,6,14.166666666666666,Graduate
Daytime,133.1,110.0,No,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,124.0,119.8,No,No,Yes,Female,No,0,8,7,13.867142857142856,0,8,7,13.867142857142856,Graduate
Daytime,114.0,130.0,No,No,Yes,Female,No,0,8,6,12.675,0,8,6,12.675,Graduate
Daytime,155.0,167.3,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,114.0,111.9,Yes,No,Yes,Female,Yes,0,6,6,12.0,0,6,6,12.5,Enrolled
Daytime,133.1,136.0,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,125.0,124.0,No,No,Yes,Female,Yes,0,6,6,11.0,0,6,5,12.2,Dropout
Evening,120.0,132.9,No,No,Yes,Female,No,0,5,4,10.75,0,5,4,11.333333333333334,Dropout
Daytime,100.0,154.0,Yes,No,Yes,Female,No,0,6,5,14.2,0,6,6,14.166666666666666,Graduate
Daytime,133.1,115.0,No,No,No,Female,No,0,7,4,12.6,0,7,4,11.575,Dropout
Evening,120.0,96.0,Yes,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Evening,120.0,168.2,No,No,Yes,Female,No,0,5,5,14.0,0,5,5,14.166666666666666,Graduate
Daytime,110.0,140.0,No,Yes,No,Female,No,0,6,2,10.0,0,6,4,12.25,Dropout
Daytime,144.0,137.4,Yes,No,Yes,Female,No,0,6,6,13.833333333333334,0,6,6,13.125,Graduate
Evening,133.1,150.0,No,No,No,Female,No,0,5,2,11.0,0,5,1,11.0,Dropout
Daytime,133.1,100.5,Yes,No,Yes,Female,No,0,8,7,11.635714285714286,0,8,7,11.635714285714286,Enrolled
Evening,133.1,148.5,No,No,Yes,Female,No,0,6,4,12.25,0,5,0,0.0,Dropout
Daytime,138.0,123.3,Yes,Yes,Yes,Female,No,0,5,4,12.5,0,5,5,11.285714285714286,Enrolled
Evening,120.0,138.7,No,No,Yes,Female,No,0,5,5,13.8,0,5,5,13.666666666666666,Graduate
Daytime,120.0,117.2,No,No,Yes,Female,No,0,6,3,12.0,0,6,1,11.0,Dropout
Evening,160.0,114.3,No,No,Yes,Female,No,0,5,3,11.0,0,5,4,12.5,Enrolled
Daytime,134.0,125.3,Yes,No,Yes,Female,Yes,0,6,4,13.75,0,6,6,11.555555555555555,Graduate
Daytime,133.1,97.0,No,No,Yes,Female,No,0,6,6,10.666666666666666,0,6,4,11.25,Enrolled
Daytime,110.0,140.0,No,No,Yes,Female,No,0,7,0,0.0,0,8,2,13.15,Dropout
Evening,130.0,124.0,No,No,Yes,Female,No,1,5,5,13.833333333333334,0,5,5,15.4,Graduate
Daytime,140.0,140.0,Yes,Yes,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Enrolled
Evening,150.0,127.0,No,No,Yes,Female,No,0,5,5,15.8,0,5,5,16.8,Graduate
Daytime,100.0,110.0,No,No,Yes,Female,No,11,14,12,12.52608695652174,11,14,12,12.52608695652174,Graduate
Daytime,133.1,170.0,No,No,Yes,Female,No,0,7,6,12.783333333333331,0,8,0,0.0,Dropout
Evening,120.0,120.0,No,Yes,No,Female,No,0,5,0,0.0,0,5,1,10.0,Dropout
Daytime,133.1,130.0,No,No,Yes,Female,No,0,5,3,13.0,0,5,3,10.666666666666666,Graduate
Daytime,130.0,130.0,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
